,sentence,pos_tags,chunk_id,chunk_type
1151,बस मिठाई अच्छी लाना ।,RP NN JJ VM SYM,BLK NP JJP VGF BLK2,head head head head head
1152,सुधा घण्टे भर में मिठाई श्रीफल और पूजा सामग्री लेकर आ गयी ।,NNP NN RP PSP NN NN CC NNC NN VM VM VAUX SYM,NP NP2 NP2 NP2 NP3 NP4 CCP NP5 NP5 VGNF VGF VGF BLK,head head child child head head head child head head head child head
1153,दोनों भाईयों अभिनन्दन और वन्दन को शुभ मुहर्त में राखी बांधकर उठी ही थी कि काल - बेल घनघना उठी ।,QC NN NNP CC NNP PSP JJ NN PSP NN VM VM RP VAUX CC NNC SYM NN VM VAUX SYM,NP NP NP2 CCP NP3 NP3 NP4 NP4 NP4 NP5 VGNF VGF VGF VGF CCP2 NP6 NP6 NP6 VGF2 VGF2 BLK,child head head head head child child head child head head head child child head child child head head child head
1154,सुधा - मां दरवाजा खोलो ।,NNP SYM NN NN VM SYM,NP BLK NP2 NP3 VGF BLK2,head head head head head head
1155,कोई आया है ।,PRP VM VAUX SYM,NP VGF VGF BLK,head head child head
1156,आज नौ तारीख है ।,NN QC NN VM SYM,NP NP2 NP2 VGF BLK,head child head head head
1157,ज्योति - तुम खोलो जी ।,NNP SYM PRP VM RP SYM,NP BLK NP2 VGF VGF BLK2,head head head head child head
1158,तुम्हारे कोई लेखक मित्र होंगे ।,PRP PRP NNC NN VM SYM,NP NP2 NP2 NP2 VGF BLK,head child child head head head
1159,तुम्हारे हाथ में बंधी राखी देखकर उन्हें अच्छा लगेगा ।,PRP NN PSP VM NN VM PRP JJ VM SYM,NP NP2 NP2 VGNF NP3 VGNF2 NP4 JJP VGF BLK,head head child head head head head head head head
1160,अभिजीत - मजाक ना उड़ाओ जाकर दरवाजा खोलो ।,NNP SYM NN NEG VM VM NN VM SYM,NP BLK NP2 VGF VGF VGNF NP3 VGF2 BLK2,head head head child head head head head head
1161,ज्योति - ठीक है ।,NNP SYM JJ VM SYM,NP BLK JJP VGF BLK2,head head head head head
1162,वह दरवाजा खोली बाहर झांककर जोर से बोली अरे बाप रे ।,PRP NN VM NST VM NN PSP VM INJ NN RP SYM,NP NP2 VGF NP3 VGNF NP4 NP4 VGF2 BLK NP5 NP5 BLK2,head head head head head head child head head head child head
1163,दरवाजे पर बड़ी सी कार खड़ी है ।,NN PSP JJ RP NN JJ VM SYM,NP NP NP2 NP2 NP2 JJP VGF BLK,head child child child head head head head
1164,"जगप्रकाश , रत्नप्रकाश और हठप्रकाश हम आये हैं",NNP SYM NNP CC NNP PRP VM VAUX,NP NP NP2 CCP NP3 NP4 VGF VGF,head child head head head head head child
1165,आज नौ तारीख है ।,NN QC NN VM SYM,NP NP2 NP2 VGF BLK,head child head head head
1166,"चम्पा , चमेली और चांदनी ननद जी आज रक्षा बंधन है ना ।",NNP SYM NNP CC NNP NN RP NN NNPC NNP VM RP SYM,NP NP NP2 CCP NP3 NP4 NP4 NP5 NP6 NP6 VGF VGF BLK,head child head head head head child head child head head child head
1167,जगप्रकाश - दीदी अन्दर आने को नहीं कहोगी ।,NNP SYM NN NST VM PSP NEG VM SYM,NP BLK NP2 NP3 VGNN VGNN VGF VGF BLK2,head head head head head child child head head
1168,इतना सुनते ही ज्योति की आंखों से गंगा - जमुना की धारा बह गयी ।,QF VM RP NNP PSP NN PSP NNP SYM NNP PSP NN VM VAUX SYM,NP VGNF VGNF NP2 NP2 NP3 NP3 NP4 NP4 NP4 NP4 NP5 VGF VGF BLK,head head child head child head child child child head child head head child head
1169,वह काष्ठ की मूर्ति की तरह खड़ी टकटकी लगाये हुए भाई - भौजाइयों और भतीजों को निहार रही थी ।,PRP NN PSP NN PSP PSP JJ NN VM VAUX NNC SYM NN CC NN PSP VM VAUX VAUX SYM,NP NP2 NP2 NP3 NP3 NP3 JJP NP4 VGNF VGNF NP5 NP5 NP5 CCP NP6 NP6 VGF VGF VGF BLK,head head child head child child head head head child child child head head head child head child child head
1170,ज्योति - सुधा बिटिया पानी पिलाओ ।,NNP SYM NNP NN NN VM SYM,NP BLK NP2 NP2 NP3 VGF BLK2,head head child head head head head
1171,सुधा - मम्मी अभी शुभ मुहूर्त चल रहा है पानी बाद में ।,NNP SYM NN PRP JJ NN VM VAUX VAUX NN NST PSP SYM,NP BLK NP2 NP3 NP4 NP4 VGF VGF VGF NP5 NP6 NP6 BLK2,head head head head child head head child child head head child head
1172,थामो थाली ।,VM NN SYM,VGF NP BLK,head head head
1173,ज्योति - अपने कानूनी हत्यारों को कैसे रिश्ते का कच्चा सूत बांधूगी ?,NNP SYM PRP JJ NN PSP WQ NN PSP JJ NN VM SYM,NP BLK NP2 NP3 NP3 NP3 RBP NP4 NP4 NP5 NP5 VGF BLK2,head head head child head child head head child child head head head
1174,ये कच्चे सूत की महिमा क्या समझेगें ?,PRP JJ NN PSP NN WQ VM SYM,NP NP2 NP2 NP2 NP3 RBP VGF BLK,head child head child head head head head
1175,फिर मतलब आते ही लतिया देगें ।,RB NN VM RP VM VAUX SYM,RBP NP VGNF VGNF VGF VGF BLK,head head head child head child head
1176,क्षमा करो ।,NN VM SYM,NP VGF BLK,head head head
1177,अभिजीत - भागवान आज नौ अगस्त है ।,NNP SYM NN NN NNPC NNP VM SYM,NP BLK NP2 NP3 NP4 NP4 VGF BLK2,head head head head child head head head
1178,बहुत शुभ दिन है ।,QF JJ NN VM SYM,NP NP NP VGF BLK,child child head head head
1179,बरसों के बिछुड़े भाई मिले हैं ।,NN PSP VM NN VM VAUX SYM,NP NP VGNF NP2 VGF VGF BLK,head child head head head child head
1180,अशुभ बातें ना करो ।,JJ NN NEG VM SYM,NP NP VGF VGF BLK,child head child head head
1181,लपेट दो कच्चे सूत भाईयों की कलाई पर अपना पुर्नजन्म समझकर ।,VM VAUX JJ NN NN PSP NN PSP PRP NN VM SYM,VGF VGF NP NP NP2 NP2 NP3 NP3 NP4 NP5 VGNF BLK,head child child head head child head child head head head head
1182,रिश्ते का धागा इतना कमजोर नहीं होता कि एक झटके में हमेशा के लिये टूट जाये ।,NN PSP NN QF JJ NEG VM CC QC NN PSP NN PSP PSP VM VAUX SYM,NP NP NP2 JJP JJP VGF VGF CCP NP3 NP3 NP3 NP4 NP4 NP4 VGF2 VGF2 BLK,head child head child head child head head child head child head child child head child head
1183,सुधा - हां मम्मी पापाजी ठीक कह रहे हैं ।,NNP SYM INJ NN NN JJ VM VAUX VAUX SYM,NP BLK BLK2 NP2 NP3 JJP VGF VGF VGF BLK3,head head head head head head head child child head
1184,जोड़ दो टूटे रिश्ते के धागे को कच्चा सूत तीनों मामा की कलाईयों पर बांधकर ।,VM VAUX VM NN PSP NN PSP JJ NN QC NN PSP NN PSP VM SYM,VGF VGF VGNF NP NP NP2 NP2 NP3 NP3 NP4 NP4 NP4 NP5 NP5 VGNF2 BLK,head child head head child head child child head child head child head child head head
1185,अभिजीत - भागवान देर ना करो ।,NNP SYM NN NN NEG VM SYM,NP BLK NP2 NP3 VGF VGF BLK2,head head head head child head head
1186,मुहूर्त निकला जा रहा है ।,NN VM VAUX VAUX VAUX SYM,NP VGF VGF VGF VGF BLK,head head child child child head
1187,ज्योति - लाओ सुधा बिटिया पूजा की थाली ।,NNP SYM VM NNP NN NN PSP NN SYM,NP BLK VGF NP2 NP2 NP3 NP3 NP4 BLK2,head head head child head head child head head
1188,औरत तो सदा से बलिदान करती आ रही है ।,NN RP RB RP NN VM VAUX VAUX VAUX SYM,NP NP RBP RBP NP2 VGF VGF VGF VGF BLK,head child head child head head child child child head
1189,एक बार और बलिदान कर देती हूं खून के रिश्ते के लिये ।,QC NN RP NN VM VAUX VAUX NN PSP NN PSP PSP SYM,NP NP NP NP2 VGF VGF VGF NP3 NP3 NP4 NP4 NP4 BLK,child head child head head child child head child head child child head
1190,अभिजीत - कसकर बांधना ताकि रिश्ते का धागा ढीला न पड़े ।,NNP SYM VM VM CC NN PSP NN JJ NEG VM SYM,NP BLK VGNF VGF CCP NP2 NP2 NP3 JJP VGF2 VGF2 BLK2,head head head head head head child head head child head head
1191,"जगप्रकाश , रत्नप्रकाश और हठप्रकाश , चम्पा , चमेली और चांदनी एक स्वर में बोले हम कसम खाते हैं अब कभी रिश्ते का धागा ढीला नहीं होगा बहनोई चाहे कोई भी कुर्बानी देनी पड़े ।",NNP SYM NNP CC NNP SYM NNP SYM NNP CC NNP QC NN PSP VM PRP NN VM VAUX PRP PRP NN PSP NN JJ NEG VM NN RB PRP RP NN VM VAUX SYM,NP NP NP2 CCP NP3 NP3 NP4 NP4 NP5 CCP2 NP6 NP7 NP7 NP7 VGF NP8 NP9 VGF2 VGF2 NP10 NP11 NP12 NP12 NP13 JJP VGF3 VGF3 NP14 RBP NP15 NP15 NP15 VGF4 VGF4 BLK,head child head head head child head child head head head child head child head head head head child head head head child head head child head head head child child head head child head
1192,इतना सुनते ही ज्योति की आंखों में सावन भादों उमड़ पड़े ।,QF VM RP NNP PSP NN PSP NNP NNP VM VAUX SYM,NP VGNF VGNF NP2 NP2 NP3 NP3 NP4 NP4 VGF VGF BLK,head head child head child head child child head head child head
1193,सुधा - मम्मी फोन लो ।,NNP SYM NN NN VM SYM,NP BLK NP2 NP3 VGF BLK2,head head head head head head
1194,ज्योति - किसका है ?,NNP SYM WQ VM SYM,NP BLK NP2 VGF BLK2,head head head head head
1195,सुधा - मामा हैं ।,NNP SYM NN VM SYM,NP BLK NP2 VGF BLK2,head head head head head
1196,ज्योति - कौन से मामा ।,NNP SYM WQ RP NN SYM,NP BLK NP2 NP2 NP2 BLK2,head head child child head head
1197,सुधा - बात तो करो ।,NNP SYM NN RP VM SYM,NP BLK NP2 NP2 VGF BLK2,head head head child head head
1198,ज्योति - कानूनी तौर पर मारी गयी बहन से क्या बलिदान चाहते हो ?,NNP SYM JJ NN PSP VM VAUX NN PSP WQ NN VM VAUX SYM,NP BLK NP2 NP2 NP2 VGNF VGNF NP3 NP3 NP4 NP4 VGF VGF BLK2,head head child head child head child head child child head head child head
1199,अब क्या बचा है ?,PRP WQ VM VAUX SYM,NP RBP VGF VGF BLK,head head head child head
1200,कब्र के मुर्दे की याद कैसे आयी ?,NN PSP NN PSP NN WQ VM SYM,NP NP NP2 NP2 NP3 RBP VGF BLK,head child head child head head head head
1201,जगप्रकाश - गलती का एहसास हो गया है ।,NNP SYM NN PSP NN VM VAUX VAUX SYM,NP BLK NP2 NP2 NP3 VGF VGF VGF BLK2,head head head child head head child child head
1202,दीदी तुम भूली ही कब थी ।,NN PRP VM RP WQ VAUX SYM,NP NP2 VGF VGF NP3 FRAGP BLK,head head head child head head head
1203,ज्योति - मां - बाप के मरने के बाद भला मेरी याद क्यों आयेगी ?,NNP SYM NNC SYM NN PSP VM PSP NST RP PRP NN WQ VM SYM,NP BLK NP2 NP2 NP2 NP2 VGNN VGNN VGNN NP3 NP3 NP4 RBP VGF BLK2,head head child child head child head child child child head head head head head
1204,बाप की छोड़ी दौलत पर कब्जा करने के लिये मेरी मौत का हलफनामा कौन से रिश्ते की गवाही करता है ।,NN PSP VM NN PSP NN VM PSP PSP PRP NN PSP NN WQ RP NN PSP NN VM VAUX SYM,NP NP VGNF NP2 NP2 NP3 VGNN VGNN VGNN NP4 NP5 NP5 NP6 NP7 NP7 NP7 NP7 NP8 VGF VGF BLK,head child head head child head head child child head head child head child child head child head head child head
1205,मेरे कानूनी कत्ल से तुम भाईयों और सौतेली मां की हवस पूरी नहीं हुई तो अब कैसे होगी ।,PRP JJ NN PSP DEM NN CC JJ NN PSP NN JJ NEG VM PRP PRP WQ VM SYM,NP NP2 NP2 NP2 NP3 NP3 CCP NP4 NP4 NP4 NP5 JJP VGF VGF NP6 NP7 RBP VGF2 BLK,head child head child child head head child head child head head child head head head head head head
1206,जगप्रकाश - दीदी तुम्हारे कानूनी कत्ल के अपराधी सौतेली मां सहित हम तीनों भाई भी हैं ।,NNP SYM NN PRP JJ NN PSP NN JJ NN PSP DEM QC NN RP VM SYM,NP BLK NP2 NP3 NP4 NP4 NP4 NP5 NP6 NP6 NP6 NP7 NP7 NP7 NP7 VGF BLK2,head head head head child head child head child head child child child head child head head
1207,ज्योति - तुम सबका मां - बाप की दौलत पर कब्जा तो हो गया ना ।,NNP SYM DEM PRP NNC SYM NN PSP NN PSP NN RP VM VAUX RP SYM,NP BLK NP2 NP2 NP3 NP3 NP3 NP3 NP4 NP4 NP5 NP5 VGF VGF VGF BLK2,head head child head child child head child head child head child head child child head
1208,अब तो मुझे चैन से जी लेने दो तुम लोग ।,PRP RP PRP NN PSP VM VAUX VAUX DEM NN SYM,NP NP NP2 NP3 NP3 VGF VGF VGF NP4 NP4 BLK,head child head head child head child child child head head
1209,बाप की जमींदारी में हिस्सा तो मुझे नहीं चाहिये था ।,NN PSP NN PSP NN RP PRP NEG VM VAUX SYM,NP NP NP2 NP2 NP3 NP3 NP4 VGF VGF VGF BLK,head child head child head child head child head child head
1210,इसके बाद भी तुम लोगों ने साजिश रचकर कानून की नजरों में मुझे मरी हुई साबित कर दिया ।,PRP NST RP DEM NN PSP NN VM NN PSP NN PSP PRP VM VAUX JJ VM VAUX SYM,NP NP NP NP2 NP2 NP2 NP3 VGNF NP4 NP4 NP5 NP5 NP6 VGNF2 VGNF2 JJP VGF VGF BLK,head child child child head child head head head child head child head head child head head child head
1211,क्या यह काली करतूत भाई - बहन के रिश्ते को खत्म करने के लिये कम है ?,WQ DEM JJ NN NNC SYM NN PSP NN PSP JJ VM PSP PSP QF VM SYM,RBP NP NP NP NP2 NP2 NP2 NP2 NP3 NP3 JJP VGNN VGNN VGNN JJP2 VGF BLK,head child child head child child head child head child head head child child head head head
1212,जिस बहन को भाईयों ने कागजी मौत दे दी हो उस बहन का मायका कसाईखाना के सिवाय और क्या हो सकता है ?,DEM NN PSP NN PSP JJ NN VM VAUX VAUX DEM NN PSP NN NN PSP PSP JJ WQ VM VAUX VAUX SYM,NP NP NP NP2 NP2 NP3 NP3 VGF VGF VGF NP4 NP4 NP4 NP5 NP6 NP6 NP6 JJP NP7 VGF2 VGF2 VGF2 BLK,child head child head child child head head child child child head child head head child child head head head child child head
1213,जगप्रकाश - दीदी ऐसा न कहो ।,NNP SYM NN PRP NEG VM SYM,NP BLK NP2 NP3 VGF VGF BLK2,head head head head child head head
1214,रिश्ते ऐसे तो खत्म नहीं होते ।,NN PRP RP JJ NEG VM SYM,NP NP2 NP2 JJP VGF VGF BLK,head head child head child head head
1215,गलती हुई है लालच में आकर ।,NN VM VAUX NN PSP VM SYM,NP VGF VGF NP2 NP2 VGNF BLK,head head child head child head head
1216,दीदी रिश्ते का धागा न टूटा है और ना कभी टूट सकता है ।,NN NN PSP NN NEG VM VAUX CC NEG PRP VM VAUX VAUX SYM,NP NP2 NP2 NP3 VGF VGF VGF CCP NEGP NP4 VGF2 VGF2 VGF2 BLK,head head child head child head child head head head head child child head
1217,ज्योति - तुम लोग चाहते तो मै लिखकर दे देती कि मुझे मां - बाप की दौलत में हिस्सा नहीं चाहिये ।,NNP SYM DEM NN VM CC PRP VM VM VAUX CC PRP NNC SYM NN PSP NN PSP NN NEG VM SYM,NP BLK NP2 NP2 VGF CCP NP3 VGNF VGF2 VGF2 CCP2 NP4 NP5 NP5 NP5 NP5 NP6 NP6 NP7 VGF3 VGF3 BLK2,head head child head head head head head head child head head child child head child head child head child head head
1218,कानूनी तौर पर मैं निरापद मरती नहीं और न खून का रिश्ता खत्म होता ।,JJ NN PSP PRP JJ VM NEG CC NEG NN PSP NN JJ VM SYM,NP NP NP NP2 JJP VGF VGF CCP NEGP NP3 NP3 NP4 JJP2 VGF2 BLK,child head child head head head child head head head child head head head head
1219,जगप्रकाश - रिश्ते के धागे को बड़े भाई साहब और छोटी मां ने तोड़ा है ।,NNP SYM NN PSP NN PSP JJ NNC NN CC JJ NN PSP VM VAUX SYM,NP BLK NP2 NP2 NP3 NP3 NP4 NP4 NP4 CCP NP5 NP5 NP5 VGF VGF BLK2,head head head child head child child child head head child head child head child head
1220,उन्हें डर था कि तुम बाप की छोड़ी पन्द्रह लाख की रकम और अचल सम्पति में हिस्सादार बनोगी ।,PRP NN VM CC PRP NN PSP VM QCC QC PSP NN CC JJ NN PSP NN VM SYM,NP NP2 VGF CCP NP3 NP4 NP4 VGNF NP5 NP5 NP5 NP6 CCP2 NP7 NP7 NP7 NP8 VGF2 BLK,head head head head head head child head child head child head head child head child head head head
1221,इसलिये तुम्हारी मौत का हलफनामा पेश हुआ ।,PRP PRP NN PSP NN JJ VM SYM,NP NP2 NP3 NP3 NP4 JJP VGF BLK,head head head child head head head head
1222,बाप की चल - अचल सम्पति चार बराबर हिस्सों में बंट गयी ।,NN PSP JJC SYM JJ NN QC JJ NN PSP VM VAUX SYM,NP NP NP2 NP2 NP2 NP2 NP3 NP3 NP3 NP3 VGF VGF BLK,head child child child child head child child head child head child head
1223,ज्योति - तुम हो या छोटी मां या बाकी दोनों भाई सब मेरी नजरों में अपराधी हो ।,NNP SYM PRP VM CC JJ NN CC JJ QC NN QF PRP NN PSP NN VM SYM,NP BLK NP2 VGF CCP NP3 NP3 CCP2 NP4 NP4 NP4 NP5 NP6 NP7 NP7 NP8 VGF2 BLK2,head head head head head child head head child child head head head head child head head head
1224,अरे पूछ कर तो देखते ।,INJ VM VAUX RP VM SYM,BLK VGNF VGNF VGNF VGF BLK2,head head child child head head
1225,"एक लड़की को मायके का कुत्ता भी प्यारा लगता है , भाई और उनके परिवार के लोग कितने प्यारे होंगे ।",QC NN PSP NN PSP NN RP JJ VM VAUX SYM NN CC PRP NN PSP NN QF JJ VM SYM,NP NP NP NP2 NP2 NP3 NP3 JJP VGF VGF VGF NP4 CCP NP5 NP6 NP6 NP7 JJP2 JJP2 VGF2 BLK,child head child head child head child head head child child head head head head child head child head head head
1226,खैर तुम लालची लोग कहां सोच सकते हो ।,INJ DEM JJ NN WQ VM VAUX VAUX SYM,BLK NP NP NP NP2 VGF VGF VGF BLK2,head child child head head head child child head
1227,मैं तो अब अपने सगे मां - बाप की नाजायज औलाद हो गयी हूं ।,PRP RP PRP PRP JJ NNC SYM NN PSP JJ NN VM VAUX VAUX SYM,NP NP NP2 NP3 NP4 NP4 NP4 NP4 NP4 NP5 NP5 VGF VGF VGF BLK,head child head head child child child head child child head head child child head
1228,खैर छोड़ो फोन क्यों किया है ।,INJ VM NN WQ VM VAUX SYM,BLK VGF NP RBP VGF2 VGF2 BLK2,head head head head head child head
1229,जगप्रकाश - तुम्हारे चरणों की धूल माथे चढ़ाना चाहता हूं एक मौका दे दो दीदी ।,NNP SYM PRP NN PSP NN NN VM VM VAUX QC NN VM VAUX NN SYM,NP BLK NP2 NP3 NP3 NP4 NP5 VGNN VGF VGF NP6 NP6 VGF2 VGF2 NP7 BLK2,head head head head child head head head head child child head head child head head
1230,ज्योति - मुझ अभागिन के ऐसे कहां भाग्य होंगे ।,NNP SYM DEM NN PSP PRP WQ NN VM SYM,NP BLK NP2 NP2 NP2 NP3 NP4 NP5 VGF BLK2,head head child head child head head head head head
1231,जगप्रकाश - दीदी इतना कठोर ना बनो ।,NNP SYM NN QF JJ NEG VM SYM,NP BLK NP2 JJP JJP VGF VGF BLK2,head head head child head child head head
1232,जगप्रकाश - बाप के मरने के बाद परिवार में कलह शुरू हो गयी है ।,NNP SYM NN PSP VM PSP NST NN PSP NN NN VM VAUX VAUX SYM,NP BLK NP2 NP2 VGNN VGNN VGNN NP3 NP3 NP4 NP5 VGF VGF VGF BLK2,head head head child head child child head child head head head child child head
1233,कुछ जमीन पर छोटी मां का कब्जा हो गया है ।,QF NN PSP JJ NN PSP NN VM VAUX VAUX SYM,NP NP NP NP2 NP2 NP2 NP3 VGF VGF VGF BLK,child head child child head child head head child child head
1234,बाप की आधी से अधिक दौलत पर कब्जा हो गया है थोड़ी बहुत जो रकम बैंक में थी उसमे चार बराबर के हिस्से हुए ।,NN PSP QF PSP QF NN PSP NN VM VAUX VAUX QFC QF DEM NN NN PSP VM PRP QC NN PSP NN VM SYM,NP NP NP2 NP2 JJP NP3 NP3 NP4 VGF VGF VGF NP5 NP5 NP5 NP5 NP6 NP6 VGF2 NP7 NP8 NP9 NP9 NP10 VGF3 BLK,head child head child head head child head head child child child child child head head child head head head head child head head head
1235,छोटी मां अपने भतीजों को मोटर साइकिल गिफ्ट कर रहीं हैं ।,JJ NN PRP NN PSP NNC NN UNK VM VAUX VAUX SYM,NP NP NP2 NP3 NP3 NP4 NP4 BLK VGF VGF VGF BLK2,child head head head child child head head head child child head
1236,अनाज की गाड़ियाँ छोटी मां अपने मायके और बहन के घर भेज रहीं हैं ।,NN PSP NN JJ NN PRP NN CC NN PSP NN VM VAUX VAUX SYM,NP NP NP2 NP3 NP3 NP4 NP5 CCP NP6 NP6 NP7 VGF VGF VGF BLK,head child head child head head head head head child head head child child head
1237,छोटी मां बाबूजी के मरने के बाद रिश्ते के सारे धागे तोड़कर स्वार्थ पर उतर गयीं हैं ।,JJ NN NN PSP VM PSP NST NN PSP QF NN VM NN PSP VM VAUX VAUX SYM,NP NP NP2 NP2 VGNN VGNN VGNN NP3 NP3 NP4 NP4 VGNF NP5 NP5 VGF VGF VGF BLK,child head head child head child child head child child head head head child head child child head
1238,"सब कुछ बिखर चुका है , दीदी तुम टूटे रिश्ते को जोड़ सकती हो ।",PRPC PRP VM VAUX VAUX SYM NN PRP VM NN PSP VM VAUX VAUX SYM,NP NP VGF VGF VGF VGF NP2 NP3 VGNF NP4 NP4 VGF2 VGF2 VGF2 BLK,child head head child child child head head head head child head child child head
1239,ज्योति - टूटे रिश्ते जुड़ते नहीं अगर जुड़ भी जायें तो गांठ पड़ जाती है ।,NNP SYM VM NN VM NEG CC VM RP VAUX CC NN VM VAUX VAUX SYM,NP BLK VGNF NP2 VGF VGF CCP VGF2 VGF2 VGF2 CCP2 NP3 VGF3 VGF3 VGF3 BLK2,head head head head head child head head child child head head head child child head
1240,जगप्रकाश - ऐसा ना कहो ।,NNP SYM PRP NEG VM SYM,NP BLK NP2 VGF VGF BLK2,head head head child head head
1241,दीदी खून के रिश्ते ऐसे नहीं चटकते ।,NN NN PSP NN PRP NEG VM SYM,NP NP2 NP2 NP3 NP4 VGF VGF BLK,head head child head head child head head
1242,ज्योति - जानती हूं पर मेरा कत्ल जिस तरीके से हिस्सेदारी खत्म करने के लिये हुआ है वह तो अक्षम्य अपराध है ।,NNP SYM VM VAUX CC PRP NN DEM NN PSP NN JJ VM PSP PSP VM VAUX PRP RP JJ NN VM SYM,NP BLK VGF VGF CCP NP2 NP3 NP4 NP4 NP4 NP5 JJP VGNN VGNN VGNN VGF2 VGF2 NP6 NP6 NP7 NP7 VGF3 BLK2,head head head child head head head child head child head head head child child head child head child child head head head
1243,जगप्रकाश - दीदी हम तुम्हारी चौखट पर माथा पटकने आ रहे हैं ।,NNP SYM NN PRP PRP NN PSP NN VM VM VAUX VAUX SYM,NP BLK NP2 NP3 NP4 NP5 NP5 NP6 VGNN VGF VGF VGF BLK2,head head head head head head child head head head child child head
1244,ज्योति - मेरी चौखट से कुत्ते भी भूखे नहीं जाते ।,NNP SYM PRP NN PSP NN RP JJ NEG VM SYM,NP BLK NP2 NP3 NP3 NP4 NP4 JJP VGF VGF BLK2,head head head head child head child head child head head
1245,तुम्हारा उपकार नहीं भूलूंगा ।,PRP NN NEG VM SYM,NP NP2 VGF VGF BLK,head head child head head
1246,ज्योति - औरत लाख जख्म खाकर उपकार करने के लिये पैदा हुई है ।,NNP SYM NN QC NN VM NN VM PSP PSP JJ VM VAUX SYM,NP BLK NP2 NP3 NP3 VGNF NP4 VGNN VGNN VGNN JJP VGF VGF BLK2,head head head child head head head head child child head head child head
1247,जगप्रकाश - अगस्त माह में नौ तारीख को तुम्हारी चौखट पर माथा पटकने हम तीनो भाई आ रहे हैं ।,NNP SYM NNP NN PSP QC NN PSP PRP NN PSP NN VM DEM QC NN VM VAUX VAUX SYM,NP BLK NP2 NP2 NP2 NP3 NP3 NP3 NP4 NP5 NP5 NP6 VGNN NP7 NP7 NP7 VGF VGF VGF BLK2,head head child head child child head child head head child head head child child head head child child head
1248,फोन रखता हूं दीदी ।,NN VM VAUX NN SYM,NP VGF VGF NP2 BLK,head head child head head
1249,ज्योति - ठीक है रख दो ।,NNP SYM JJ VM VM VAUX SYM,NP BLK JJP VGF VGF2 VGF2 BLK2,head head head head head child head
1250,नौ अगस्त का दिन महीने भर बाद आ गया ।,NNPC NNP PSP NN NN RP NST VM VAUX SYM,NP NP NP NP2 NP3 NP3 NP3 VGF VGF BLK,child head child head head child child head child head
1251,कलेण्डर को देखकर ज्योति बोली बिटिया सुधा आज नौ तारीख है ना ।,NN PSP VM NNP VM NN NNP NN QC NN VM RP SYM,NP NP VGNF NP2 VGF NP3 NP3 NP4 NP5 NP5 VGF2 VGF2 BLK,head child head head head child head head child head head child head
1252,सुधा - हां मम्मी आज नौ तारीख है और रक्षा - बंधन भी ।,NNP SYM INJ NN NN QC NN VM CC NNPC SYM NNP RP SYM,NP BLK BLK2 NP2 NP3 NP4 NP4 VGF CCP NP5 NP5 NP5 NP5 BLK3,head head head head head child head head head child child head child head
1253,ज्योति - अब समझी वो जगप्रकाश नौ तारीख को क्यों आने की जिद कर रहा था ।,NNP SYM PRP VM DEM NNP QC NN PSP WQ VM PSP NN VM VAUX VAUX SYM,NP BLK NP2 VGF NP3 NP3 NP4 NP4 NP4 RBP VGNN VGNN NP5 VGF2 VGF2 VGF2 BLK2,head head head head child head child head child head head child head head child child head
1254,सुधा - बांध देना फिर से रिश्ते का धागा ।,NNP SYM VM VAUX RB RP NN PSP NN SYM,NP BLK VGF VGF RBP RBP NP2 NP2 NP3 BLK2,head head head child head child head child head head
1255,मैं मिठाई लेकर आती हूं ।,PRP NN VM VM VAUX SYM,NP NP2 VGNF VGF VGF BLK,head head head head child head
1256,अभिनन्दन - ला दूंगा ।,NNP SYM VM VAUX SYM,NP BLK VGF VGF BLK2,head head head child head
1257,पापा के पैसे तो खर्च करने हैं ।,NN PSP NN RP NN VM VAUX SYM,NP NP NP2 NP2 NP3 VGF VGF BLK,head child head child head head child head
1258,अभिनन्दन और वन्दन एक स्वर में बोले बड़े होकर सब भरपाई कर देगें दीदी ।,NNP CC NNP QC NN PSP VM JJ VM QF NN VM VAUX NN SYM,NP CCP NP2 NP3 NP3 NP3 VGF JJP VGNF NP4 NP4 VGF2 VGF2 NP5 BLK,head head head child head child head head head child head head child head head
1259,सुधा - कोई नहीं कर पाया है तो तुम कैसे कर सकते हो ?,NNP SYM PRP NEG VM VAUX VAUX CC PRP WQ VM VAUX VAUX SYM,NP BLK NP2 VGF VGF VGF VGF CCP NP3 RBP VGF2 VGF2 VGF2 BLK2,head head head child head child child head head head head child child head
1260,वन्दन - दीदी इमोशनल ना करो ।,NNP SYM NN JJ NEG VM SYM,NP BLK NP2 JJP VGF VGF BLK2,head head head head child head head
1261,सुधा - सच तो कह रही हूं मां - बाप का कर्ज आज तक कोई भरपाई नहीं कर पाया है तो तुम कैसे कर पाओगे ।,NNP SYM NN RP VM VAUX VAUX NNC SYM NN PSP NN NN PSP PRP NN NEG VM VAUX VAUX CC PRP WQ VM VAUX SYM,NP BLK NP2 NP2 VGF VGF VGF NP3 NP3 NP3 NP3 NP4 NP5 NP5 NP6 NP7 VGF2 VGF2 VGF2 VGF2 CCP NP8 RBP VGF3 VGF3 BLK2,head head head child head child child child child head child head head child head head child head child child head head head head child head
1262,अभिनन्दन - दीदी हम लोगों का मतलब कुछ और था ।,NNP SYM NN DEM NN PSP NN QF JJ VM SYM,NP BLK NP2 NP3 NP3 NP3 NP4 JJP JJP VGF BLK2,head head head child head child head child head head head
1263,अब आप जाओ ।,PRP PRP VM SYM,NP NP2 VGF BLK,head head head head
